IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
173.245.49.87,4,4,0.00,168.67,28.24
198.41.207.43,4,4,0.00,188.67,27.40
198.41.206.210,4,4,0.00,185.81,27.15
108.162.192.146,4,4,0.00,179.25,25.23
162.159.130.169,4,4,0.00,183.37,24.41
141.101.113.156,4,4,0.00,184.57,23.15
108.162.195.25,4,4,0.00,188.15,18.62
173.245.59.54,4,4,0.00,191.02,13.71
162.159.128.27,4,4,0.00,187.01,2.56
104.16.1.132,4,4,0.00,188.16,1.50
